Year,Country,Total,Coal,Oil,Gas,Cement,Flaring,Other
1990,Australia,278.154156,141.879819,88.84209,34.454816,3.462872,7.272496,2.242063
1991,Australia,279.52851,146.08284,88.245572,32.786243,3.183033,7.001201,2.229622
1992,Australia,284.525345,150.051381,87.916828,33.970472,2.923411,7.303701,2.359551
1993,Australia,288.870537,150.098575,90.386578,35.670002,3.004698,7.136743,2.573941
1994,Australia,293.696553,151.376241,91.924087,37.032005,3.484276,6.880148,2.999795
1995,Australia,305.002996,155.718942,96.126544,39.830983,3.35775,7.060714,2.908064
1996,Australia,311.886129,160.375191,98.697016,39.765246,3.243616,6.761052,3.044008
1997,Australia,320.28263,167.670194,98.388038,41.074314,3.184589,6.687345,3.27815
1998,Australia,334.075978,177.596365,99.146315,43.488447,3.475413,6.901959,3.46748
1999,Australia,343.488633,183.215379,100.399487,45.548715,3.519991,7.165139,3.639921
2000,Australia,349.635487,185.781229,102.33736,46.593883,3.620856,7.952858,3.349301
2001,Australia,357.132367,190.066589,102.582541,49.310577,3.540903,8.172284,3.459474
2002,Australia,361.54081,191.13103,104.516285,50.573495,3.487738,8.007496,3.824767
2003,Australia,369.279512,195.370417,109.57068,49.701209,3.584016,7.157978,3.895211
2004,Australia,382.82089,202.20981,113.766232,52.51797,3.554645,6.85794,3.914293
2005,Australia,386.153533,200.699756,116.507794,54.476588,3.664127,6.914461,3.890808
2006,Australia,392.384302,204.384919,117.400366,55.810784,3.888062,7.046394,3.853779
2007,Australia,399.624803,203.543107,119.47387,61.048701,3.971547,7.504144,4.083434
2008,Australia,404.233067,204.671475,122.328074,61.786863,3.862908,7.482726,4.101021
2009,Australia,407.065015,206.050385,122.367287,63.113604,3.829017,7.966111,3.73861
2010,Australia,405.10332,200.536242,124.556501,64.263998,3.548615,8.189776,4.008189
2011,Australia,403.828773,192.124544,129.808187,66.479605,3.495532,7.874195,4.04671
2012,Australia,406.15091,189.138286,133.683994,67.705582,3.518237,8.286993,3.817817
2013,Australia,397.887458,176.346996,136.180923,69.647507,3.29442,8.846405,3.571207
2014,Australia,393.952876,168.130343,137.598529,71.808093,3.137567,9.272708,4.005636
2015,Australia,401.793062,174.188664,137.629374,72.044214,3.076156,10.827854,4.0268
2016,Australia,411.264288,179.549565,137.374951,75.054759,2.930855,12.439911,3.914247
2017,Australia,414.358312,176.906195,139.460823,76.211806,3.019062,14.86143,3.898995
2018,Australia,416.283827,169.370489,143.712379,79.434749,2.941785,16.925628,3.898798
2019,Australia,416.356588,164.471156,143.084851,81.693703,3.039547,20.199247,3.868084
2020,Australia,399.922128,156.143134,135.476298,84.471564,2.820162,17.272753,3.738217
2021,Australia,391.187411,150.958384,139.155751,77.242144,2.820162,17.272753,3.738217
1990,Austria,62.145248,18.138573,28.899433,11.836296,2.033412,0.102161,1.135374
1991,Austria,65.743938,18.699347,31.406987,12.501283,2.004981,0.111162,1.020179
1992,Austria,60.243908,14.385857,30.152021,12.518638,2.105,0.120208,0.962184
1993,Austria,60.67057,13.273662,31.264846,13.022035,2.031869,0.112202,0.965955
1994,Austria,61.045756,13.456497,30.713752,13.655744,2.102255,0.127715,0.989794
1995,Austria,64.023072,15.423285,30.851659,14.899087,1.631326,0.12722,1.090495
1996,Austria,67.367013,15.06789,33.777006,15.796022,1.634247,0.071216,1.020631
1997,Austria,67.263597,16.155693,32.851835,15.300357,1.760917,0.120696,1.074098
1998,Austria,66.898315,13.706165,34.65961,15.717101,1.598674,0.142015,1.07475
1999,Austria,65.651039,13.87509,32.832798,16.101723,1.607357,0.170724,1.063347
2000,Austria,66.14978,15.752621,32.163171,15.266094,1.711556,0.164719,1.091619
2001,Austria,70.149508,16.563696,34.410864,16.157636,1.719922,0.182933,1.114458
2002,Austria,71.953612,16.736632,36.05703,16.070299,1.735653,0.167237,1.18676
2003,Austria,77.460983,18.022592,39.082064,17.268124,1.754471,0.184024,1.149708
2004,Austria,77.678295,17.765949,39.099891,17.662321,1.79,0.165094,1.19504
2005,Austria,79.078106,17.86176,39.393041,18.700773,1.79748,0.160095,1.164958
2006,Austria,76.806465,17.865267,38.132297,17.496977,1.954142,0.180437,1.177345
2007,Austria,74.10678,17.455149,36.623641,16.495412,2.130776,0.184702,1.217101
2008,Austria,73.481909,17.028333,35.480636,17.436059,2.132968,0.162294,1.241619
2009,Austria,67.298655,12.832833,34.415546,17.035763,1.79859,0.204935,1.010988
2010,Austria,72.006411,15.501043,34.798218,18.779363,1.622129,0.183602,1.122056
2011,Austria,69.893113,15.819384,33.285108,17.731132,1.66568,0.179604,1.212205
2012,Austria,67.26591,14.687176,32.642371,16.946164,1.672547,0.183605,1.134048
2013,Austria,67.759445,14.960277,33.460547,16.332385,1.656405,0.19094,1.158889
2014,Austria,64.16,13.802023,32.423874,14.946754,1.638991,0.168713,1.179646
2015,Austria,66.348823,14.372978,32.998847,15.967142,1.701497,0.161713,1.146646
2016,Austria,67.210743,13.334845,34.109843,16.736951,1.729,0.131251,1.168854
2017,Austria,69.592825,14.023157,34.546345,17.974629,1.710389,0.138247,1.200058
2018,Austria,66.55718,12.295195,34.08512,17.019492,1.826656,0.127248,1.203469
2019,Austria,67.936185,13.005251,34.087326,17.792615,1.770523,0.118253,1.162217
2020,Austria,62.037447,11.393343,30.712898,16.876937,1.821123,0.10925,1.123897
2021,Austria,64.625588,12.269229,31.462607,17.839483,1.821123,0.10925,1.123897
1990,Belarus,108.345055,10.191821,66.944417,26.588991,0.984866,0.007183,3.627777
1991,Belarus,104.071656,9.871788,64.549007,25.384271,0.946792,0.006867,3.312932
1992,Belarus,93.482974,8.733979,47.716486,33.090238,0.908184,0.006915,3.027172
1993,Belarus,80.561815,7.662678,39.451066,30.049797,0.854038,0.006736,2.5375
1994,Belarus,67.879399,6.311529,32.58246,26.765411,0.629744,0.006541,1.583714
1995,Belarus,60.905642,5.88938,28.607339,24.340412,0.562611,0.006292,1.499608
1996,Belarus,61.734784,5.843289,27.511089,26.229898,0.637069,0.006167,1.507271
1997,Belarus,61.588415,5.030427,23.728983,30.212889,0.825391,0.006247,1.784478
1998,Belarus,60.073447,4.776867,23.020487,29.595007,0.913845,0.00625,1.76099
1999,Belarus,57.965507,4.112023,20.823458,30.692705,0.885249,0.006333,1.445739
2000,Belarus,54.905983,4.198119,17.209109,31.337154,0.861909,0.0064,1.293292
2001,Belarus,54.002981,3.734737,16.43935,31.648289,0.822165,0.006419,1.352023
2002,Belarus,53.844143,3.227302,16.1294,31.999055,0.981572,0.006444,1.500371
2003,Belarus,55.087987,3.141653,15.544749,33.599857,1.163838,0.006488,1.631403
2004,Belarus,58.253531,2.969911,15.873448,36.35386,1.300571,0.006576,1.749164
2005,Belarus,59.310285,2.962905,15.956987,36.976477,1.466325,0.006601,1.940991
2006,Belarus,61.743587,2.891988,17.940202,37.419337,1.571658,0.00662,1.913781
2007,Belarus,60.218141,2.792905,16.007103,37.867797,1.617004,0.006556,1.926776
2008,Belarus,62.836408,2.62772,17.911161,38.634675,1.808145,0.006549,1.848159
2009,Belarus,60.577745,2.677129,22.485597,31.819964,1.873716,0.006159,1.71518
2010,Belarus,62.44512,2.90057,16.326259,39.552602,1.97017,0.006488,1.689032
2011,Belarus,61.307589,2.975098,17.420518,37.378043,1.966121,0.006295,1.561514
2012,Belarus,62.545264,5.004252,17.088525,36.816532,2.189102,0.00626,1.440593
2013,Belarus,64.125556,4.837889,18.704382,36.899736,2.370207,0.006232,1.30711
2014,Belarus,63.648873,4.634266,18.383719,36.593702,2.653243,0.006188,1.377756
2015,Belarus,58.798911,4.094111,17.178005,33.956646,2.269358,0.0061,1.294691
2016,Belarus,58.134483,3.691613,17.313199,33.884933,2.206055,0.006063,1.032619
2017,Belarus,59.262285,3.882261,17.344519,34.64908,2.227168,0.006106,1.153151
2018,Belarus,62.094328,3.962831,18.177857,36.750504,2.163325,0.006284,1.033528
2019,Belarus,62.039493,4.099648,18.036537,36.627932,2.276054,0.006333,0.992988
2020,Belarus,58.592041,3.777468,17.900204,33.632754,2.302394,0.006232,0.972988
2021,Belarus,59.602457,3.281815,16.98652,36.052508,2.302394,0.006232,0.972988
1990,Belgium,120.292644,41.393525,53.486734,19.846452,2.823783,0.084904,2.657245
1991,Belgium,123.362363,40.122108,56.181465,21.616767,2.880464,0.083542,2.478016
1992,Belgium,122.48807,38.118491,56.616845,22.204127,3.08858,0.083737,2.376288
1993,Belgium,121.422702,36.561769,56.112343,23.211648,3.082261,0.083942,2.370738
1994,Belgium,124.795264,38.01282,57.369931,23.696035,3.17867,0.084182,2.453625
1995,Belgium,125.933051,36.955415,56.737406,26.304788,3.25531,0.084417,2.595713
1996,Belgium,129.474969,34.203417,60.540031,29.213328,3.008771,0.092727,2.416696
1997,Belgium,123.983505,31.915682,58.606717,27.739841,3.161908,0.093464,2.465893
1998,Belgium,130.212392,33.213779,60.328377,30.86553,3.174828,0.100208,2.529671
1999,Belgium,124.704147,28.931275,56.964861,33.034573,3.113233,0.110134,2.550072
2000,Belgium,126.719535,31.671609,55.732336,33.199089,3.270299,0.165423,2.680779
2001,Belgium,126.063796,28.289752,59.054505,32.937378,2.957389,0.147747,2.677025
2002,Belgium,126.860502,28.636592,59.079997,33.255697,2.993247,0.153043,2.741926
2003,Belgium,128.24564,27.766146,59.783871,34.992026,2.93347,0.111442,2.658685
2004,Belgium,128.778889,28.251919,59.761685,34.982663,2.837048,0.102442,2.843132
2005,Belgium,125.636389,26.19595,58.085533,35.641403,2.933953,0.104421,2.675129
2006,Belgium,123.880438,25.337382,57.114796,35.388414,3.111969,0.130723,2.797156
2007,Belgium,120.477002,23.158202,55.790293,35.637293,3.087423,0.114941,2.68885
2008,Belgium,120.175599,23.259024,55.359007,35.690164,3.032533,0.116675,2.718196
2009,Belgium,107.732357,15.162389,51.219392,36.481952,2.795202,0.117294,1.956127
2010,Belgium,114.557864,17.526192,51.822056,40.348548,2.582486,0.103191,2.175391
2011,Belgium,105.020115,16.688971,48.603211,34.579237,2.761552,0.093232,2.293912
2012,Belgium,102.355635,15.078114,47.514133,34.918198,2.642587,0.092581,2.110023
2013,Belgium,102.666433,15.331619,47.320428,35.279484,2.541374,0.093725,2.099803
2014,Belgium,96.887002,14.795505,46.26145,31.003653,2.642982,0.075679,2.107733
2015,Belgium,101.061722,14.438079,48.197987,33.820641,2.348126,0.088261,2.168628
2016,Belgium,99.601625,13.543486,47.093541,34.375252,2.4358,0.078277,2.075269
2017,Belgium,99.126283,13.308096,46.333138,35.030255,2.291409,0.09894,2.064445
2018,Belgium,99.873631,13.366943,45.714012,36.098185,2.534383,0.121246,2.038862
2019,Belgium,99.432619,13.192232,45.243127,36.199212,2.819306,0.116104,1.862638
2020,Belgium,90.368008,10.651276,39.498344,35.856444,2.634278,0.101449,1.626217
2021,Belgium,95.722285,11.015942,44.567181,35.777219,2.634278,0.101449,1.626217
1990,Brazil,218.658,37.094715,151.775296,7.483989,11.062,7.554,3.688
1991,Brazil,229.394,42.466107,156.700232,7.335661,11.776,7.361,3.755
1992,Brazil,233.601,41.203075,163.251665,7.98326,9.77,7.445,3.948
1993,Brazil,244.306,42.34261,171.252419,8.72997,10.164,7.576,4.241
1994,Brazil,254.002,43.666838,179.161864,8.985299,10.086,8.004,4.098
1995,Brazil,268.678,45.582308,190.346969,9.602722,11.528,7.514,4.104
1996,Brazil,289.311,46.468484,206.281426,10.60809,13.884,7.821,4.248
1997,Brazil,306.949,47.044057,219.832627,11.863316,15.267,8.604,4.338
1998,Brazil,317.359,45.590741,229.57814,12.411119,16.175,9.463,4.141
1999,Brazil,327.256,46.804688,235.468487,14.068825,16.439,10.123,4.352
2000,Brazil,340.183,50.460434,239.488193,18.442373,16.047,10.737,5.008
2001,Brazil,346.166,49.426704,241.794706,23.18559,15.227,11.721,4.811
2002,Brazil,347.765,48.688815,239.219326,29.292858,14.39,11.218,4.956
2003,Brazil,344.645,51.933112,232.433668,30.91922,13.096,11.199,5.064
2004,Brazil,361.434,53.832656,239.768252,38.215091,13.273,10.84,5.505
2005,Brazil,364.371,50.948421,240.221198,39.619381,14.349,13.877,5.356
2006,Brazil,368.871,50.837875,242.248571,42.052554,15.44,12.882,5.41
2007,Brazil,390.573,54.989055,256.003342,43.245603,17.2,13.469,5.666
2008,Brazil,412.638,55.315497,267.238809,51.302693,18.884,14.207,5.69
2009,Brazil,389.775,43.586053,262.705409,40.958538,19.031,18.434,5.06
2010,Brazil,440.269,56.688185,286.079991,55.048824,21.288,15.214,5.95
2011,Brazil,462.58,62.292401,303.885017,53.100582,22.845,14.12,6.337
2012,Brazil,498.309,61.016471,327.733969,63.39656,24.998,14.761,6.403
2013,Brazil,532.418,65.604089,342.338124,74.703787,26.652,16.634,6.486
2014,Brazil,557.901,69.033897,356.753378,81.285725,26.908,17.642,6.278
2015,Brazil,529.353,69.451663,330.358576,80.464761,25.082,17.604,6.392
2016,Brazil,492.748,63.831218,312.939113,69.665669,22.415,17.505,6.392
2017,Brazil,497.412678,67.321878,316.425222,70.68779,19.080788,17.505,6.392
2018,Brazil,477.10213,65.840737,300.605153,67.417072,19.342169,17.505,6.392
2019,Brazil,475.104581,61.887745,302.333585,67.121321,19.86493,17.505,6.392
2020,Brazil,442.306003,56.240806,281.089414,59.026096,22.052686,17.505,6.392
2021,Brazil,488.88107,68.229888,296.986854,75.974385,23.792942,17.505,6.392
1990,Bulgaria,76.699197,34.726386,26.467954,12.102421,2.142418,0.12458,1.135438
1991,Bulgaria,61.516959,31.781796,17.437714,10.142163,1.264765,0.089678,0.800844
1992,Bulgaria,57.366293,31.440894,15.168439,8.871779,1.097097,0.138439,0.649645
1993,Bulgaria,58.426648,33.046892,15.301223,8.147423,1.1538,0.161285,0.616025
1994,Bulgaria,56.40459,31.380278,14.658885,8.113976,1.44069,0.154584,0.656178
1995,Bulgaria,57.951033,31.313478,13.765163,9.974161,1.992658,0.16691,0.738663
1996,Bulgaria,58.501566,31.471125,13.983885,10.196783,1.960521,0.160083,0.729169
1997,Bulgaria,55.855871,34.01595,11.349112,8.228438,1.573008,0.145296,0.544066
1998,Bulgaria,53.174794,32.119868,12.226747,7.150494,1.118431,0.129149,0.430104
1999,Bulgaria,46.3789,26.603489,12.046053,6.153781,1.106452,0.127103,0.342023
2000,Bulgaria,45.464332,26.381933,10.658842,6.670664,1.211567,0.124441,0.416885
2001,Bulgaria,48.980165,30.06688,10.952889,6.180976,1.22841,0.124923,0.426086
2002,Bulgaria,46.155491,27.825167,10.938855,5.54984,1.214714,0.120972,0.505942
2003,Bulgaria,50.532395,31.196202,11.665234,5.796169,1.272522,0.116259,0.486009
2004,Bulgaria,49.583352,29.945777,11.71721,5.812426,1.444254,0.118646,0.545039
2005,Bulgaria,50.654402,29.490967,12.27498,6.567927,1.61809,0.124128,0.57831
2006,Bulgaria,51.891855,29.995413,12.710369,6.726971,1.549681,0.128637,0.780783
2007,Bulgaria,55.737583,33.367825,12.515475,6.889115,1.979357,0.139782,0.84603
2008,Bulgaria,54.076123,32.49231,11.899065,6.7182,1.899687,0.151939,0.914921
2009,Bulgaria,45.812407,27.278539,11.407991,5.052382,0.982972,0.327154,0.763369
2010,Bulgaria,47.858926,29.298743,11.00212,5.371912,0.807287,0.374364,1.0045
2011,Bulgaria,53.174763,34.485745,10.192228,6.148541,0.787298,0.39448,1.166472
2012,Bulgaria,48.338905,29.417049,10.722759,5.759238,0.981292,0.383022,1.075545
2013,Bulgaria,42.678602,25.001701,9.714811,5.608733,0.891633,0.412008,1.049715
2014,Bulgaria,45.266301,26.583342,10.704298,5.589405,0.911123,0.38397,1.094164
2015,Bulgaria,48.260534,27.680239,11.662452,5.931801,1.105434,0.600375,1.280232
2016,Bulgaria,45.48431,24.1565,12.067898,5.938794,1.194109,0.81291,1.314099
2017,Bulgaria,47.569757,25.793896,12.338317,6.038602,1.239304,0.877462,1.282177
2018,Bulgaria,43.616065,22.089263,12.555814,5.781013,1.223503,0.711454,1.25502
2019,Bulgaria,42.255765,20.767134,13.091638,5.244746,1.1271,0.827004,1.198143
2020,Bulgaria,36.967113,16.597579,12.141451,5.36171,1.065905,0.684223,1.116245
2021,Bulgaria,42.56021,20.853566,12.778482,6.06179,1.065905,0.684223,1.116245
1990,Canada,458.218336,99.152201,212.870748,125.278127,5.823211,11.958214,3.135836
1991,Canada,449.95972,104.170172,200.768222,124.814875,4.770787,12.153899,3.281765
1992,Canada,463.75864,106.927432,203.764755,132.083955,4.804072,13.193354,2.985073
1993,Canada,464.311598,98.917863,206.888046,137.317145,4.892831,13.343511,2.952202
1994,Canada,478.726314,102.540588,212.176928,140.346661,5.769324,14.632432,3.26038
1995,Canada,491.386794,104.352372,214.865984,147.504585,6.529322,14.900681,3.233851
1996,Canada,507.510733,106.282423,221.506054,154.182638,6.185381,16.113817,3.24042
1997,Canada,521.839964,113.173875,229.519833,152.747893,6.657483,16.269941,3.470939
1998,Canada,529.649543,119.352135,232.634509,149.465866,6.828347,17.990246,3.37844
1999,Canada,544.06378,119.696692,235.503992,162.198106,7.118443,16.266312,3.280235
2000,Canada,566.690447,129.348416,237.661473,172.81718,7.232124,16.249763,3.38149
2001,Canada,558.777507,126.825289,241.579627,164.84765,6.982743,15.675062,2.867136
2002,Canada,564.050931,124.207371,242.471456,171.160253,7.148304,16.116984,2.946563
2003,Canada,581.30532,123.322189,258.360564,173.878669,7.248136,15.548064,2.947697
2004,Canada,579.592044,115.671275,267.364131,169.898775,7.519955,16.041633,3.096275
2005,Canada,574.653628,116.76522,261.212721,170.328128,7.613986,15.733328,3.000245
2006,Canada,568.450936,114.090517,259.34571,168.240515,7.728498,16.088779,2.956916
2007,Canada,593.515764,118.793126,266.117076,181.886055,7.73102,16.132977,2.85551
2008,Canada,576.558336,112.63213,257.303248,181.568155,6.988372,15.34164,2.724791
2009,Canada,543.96759,93.378892,253.572199,174.992114,5.364043,14.39848,2.261862
2010,Canada,556.560518,95.767083,259.503834,178.294216,6.005436,14.73469,2.255258
2011,Canada,567.054133,86.722655,261.661005,195.282737,6.020141,14.936635,2.43096
2012,Canada,568.223147,81.445934,263.709536,198.17249,6.532305,15.818377,2.544506
2013,Canada,572.613311,78.970095,263.938583,204.540349,5.973037,16.722913,2.468334
2014,Canada,569.839687,76.685625,256.683199,211.161562,5.911522,16.888576,2.509203
2015,Canada,574.29819,78.098819,258.061213,213.496439,6.184772,16.132493,2.324454
2016,Canada,560.525313,73.497136,256.234514,208.265201,6.114245,14.134506,2.279709
2017,Canada,571.544619,72.688193,260.403026,214.581205,6.827239,14.834711,2.210246
2018,Canada,584.369116,60.795568,266.964272,231.980501,6.914762,15.549502,2.164511
2019,Canada,584.714184,58.325705,269.32597,231.962485,7.125179,15.827711,2.147135
2020,Canada,534.863824,48.034995,238.378466,223.719402,6.624708,16.056983,2.049271
2021,Canada,545.634517,43.86208,241.659653,235.381822,6.624708,16.056983,2.049271
1960,China,798.799921,748.375664,22.9916,1.993216,6.514202,0.0,18.925239
1961,China,570.630187,522.475408,22.335744,2.817616,2.584869,0.0,20.41655
1962,China,459.618074,411.9252,21.76416,2.322976,2.497458,0.0,21.10828
1963,China,456.779449,406.128498,23.270259,1.956592,3.354918,0.0,22.069181
1964,China,460.637094,401.574106,27.729385,2.029873,5.032377,0.0,24.271353
1965,China,500.286364,432.9932,34.998528,2.110464,6.80141,0.0,23.382762
1966,China,549.459318,469.765473,44.5466,2.568446,8.387295,0.0,24.191504
1967,China,460.225895,383.598816,42.498736,2.799296,6.085472,0.0,25.243576
1968,China,495.506566,412.720288,48.650592,2.685712,5.252986,0.0,26.196988
1969,China,607.683366,501.176576,66.84968,3.759264,7.613083,0.0,28.284762
1970,China,807.952627,665.866048,94.644784,5.503328,10.718256,0.0,31.220211
1971,China,909.2097,736.42428,120.090762,7.174082,13.124041,0.791421,31.605115
1972,China,968.645596,770.72177,138.327537,9.280949,14.717164,1.02226,34.575917
1973,China,1008.292576,783.741289,158.819143,11.468277,15.455909,1.264075,37.543884
1974,China,1028.099867,776.101152,182.573456,14.439824,15.340213,1.634144,38.011078
1975,China,1183.214956,906.63848,204.191056,16.971648,19.102242,1.90528,34.40625
1976,China,1226.421277,910.389543,238.985133,19.367963,19.25301,1.905286,36.520343
1977,China,1340.831115,998.608544,257.483936,23.237088,22.905977,2.18008,36.415489
1978,China,1492.777845,1117.44672,281.992432,26.285536,26.810098,2.737008,37.506052
1979,China,1525.661148,1147.547329,278.426677,27.776716,30.319954,3.063096,38.527375
1980,China,1494.495884,1122.664256,273.202496,27.318784,32.712365,3.011808,35.586175
1981,China,1476.487854,1125.00473,256.374392,24.387646,33.902721,2.689383,34.128983
1982,China,1606.585013,1248.85608,257.810032,22.9,38.869883,2.524496,35.624522
1983,China,1694.216811,1321.84296,263.77136,23.438608,44.126482,2.671056,38.366345
1984,China,1844.828012,1454.197632,271.451104,24.226368,50.065792,3.213328,41.673789
1985,China,1998.082904,1584.511456,284.593872,24.819936,59.301036,0.0,44.856604
1986,China,2104.213354,1657.391354,303.068297,26.351535,67.361985,0.0,50.040183
1987,China,2257.738539,1770.268928,321.523328,26.60064,75.428702,0.0,63.916942
1988,China,2425.893553,1892.697824,343.129936,27.311456,84.960637,0.0,77.7937
1989,China,2463.654367,1920.239372,354.441244,28.821068,84.886084,0.0,75.2666
1990,China,2484.85482,1976.684032,330.29128,29.301008,84.5131,0.0,64.0654
1991,China,2606.096182,2049.920064,356.027216,30.7776,101.305072,0.0,68.06623
1992,China,2730.787587,2114.714976,385.793018,30.23895,122.445142,0.0,77.595502
1993,China,2921.650956,2228.745248,428.548768,35.727664,142.773793,0.0,85.855483
1994,China,3100.002045,2380.585832,423.711771,41.568029,164.376768,0.0,89.759644
1995,China,3357.908888,2569.753728,468.229888,42.436448,184.6369,0.0,92.851924
1996,China,3503.233703,2660.401088,510.622368,44.469968,192.853167,0.0,94.887113
1997,China,3510.169286,2609.55576,557.961248,44.158528,202.87375,0.0,95.62
1998,China,3360.455433,2444.771024,559.261968,50.500912,211.368717,0.0,94.552813
1999,China,3552.842067,2580.992136,596.751382,54.571558,228.321991,0.0,92.205
2000,China,3644.464203,2601.736784,648.685552,59.79648,244.3882,0.0,89.857187
2001,China,3723.730766,2637.654976,659.30016,67.157456,270.828174,0.0,88.79
2002,China,4112.459057,3018.634032,653.086016,53.992704,296.590305,0.0,90.156
2003,China,4827.445998,3601.712,727.098816,60.745456,345.186136,0.0,92.70359
2004,China,5223.754656,3835.288336,839.09264,71.52128,379.99216,0.0,97.86024
2005,China,5876.55534,4424.38992,850.172576,84.957168,411.648776,0.0,105.3869
2006,China,6488.803816,4905.374192,898.533712,103.753488,470.086624,0.0,111.0558
2007,China,6978.611952,5289.903664,927.351072,129.515072,514.980844,0.0,116.8613
2008,China,7496.832207,5729.473744,970.11728,149.6744,525.924483,0.0,121.6423
2009,China,7886.532768,6028.500112,982.347712,164.40368,583.560264,0.0,127.721
2010,China,8616.652695,6568.793552,1092.571824,199.585408,639.591911,0.0,116.11
2011,China,9528.555734,7309.786256,1123.85872,245.989968,708.56429,0.0,140.3565
2012,China,9779.281618,7464.806432,1176.71192,277.599296,714.781655,3.659815,141.7225
2013,China,9956.308273,7493.454393,1234.621903,320.127464,748.323128,3.564518,156.216868
2014,China,9998.621253,7425.066688,1255.605168,370.221552,778.627084,3.877594,165.223167
2015,China,9866.904318,7266.978828,1328.805063,380.052208,721.994964,3.854226,165.21903
2016,China,9764.979745,7071.403711,1357.837577,421.726239,743.044097,3.04058,167.927541
2017,China,10011.107108,7163.317856,1430.586816,486.35936,758.185168,2.924697,169.733211
2018,China,10353.876989,7316.399776,1500.473952,575.368912,786.74461,3.350856,171.538883
2019,China,10740.996069,7543.157408,1559.72816,630.17136,826.876048,3.806248,177.256846
2020,China,10956.213369,7605.716883,1627.725238,687.880944,858.232613,5.118808,171.538883
2021,China,11472.369171,7955.985419,1713.33998,773.866062,852.961348,4.677478,171.538883
1990,Croatia,22.979789,2.982409,13.239361,4.872836,1.093483,0.582517,0.209182
1991,Croatia,16.987509,1.911127,9.554102,4.082333,0.708425,0.576916,0.154606
1992,Croatia,16.372593,1.492298,9.046509,4.31211,0.831962,0.587787,0.101926
1993,Croatia,16.80918,1.209399,9.284123,4.732048,0.687131,0.786267,0.110211
1994,Croatia,16.054021,0.803897,9.195418,4.391707,0.8404,0.705074,0.117525
1995,Croatia,16.817667,0.857805,10.538741,3.843619,0.626817,0.835784,0.114901
1996,Croatia,17.34487,0.681806,10.711823,4.312979,0.686047,0.810301,0.141916
1997,Croatia,18.558618,1.069018,11.230273,4.546167,0.8059,0.762349,0.144912
1998,Croatia,19.013422,1.017967,12.000283,4.301049,0.86563,0.677453,0.15104
1999,Croatia,20.024746,0.890714,12.729899,4.471368,1.133855,0.661864,0.137047
2000,Croatia,19.662487,1.795015,11.164771,4.562353,1.26278,0.711419,0.166149
2001,Croatia,20.785304,1.906699,11.618255,4.850616,1.449745,0.762151,0.197838
2002,Croatia,21.88946,2.317912,12.122187,5.025431,1.429237,0.77636,0.218333
2003,Croatia,23.215261,2.599679,13.327787,4.904737,1.432676,0.728802,0.22158
2004,Croatia,22.887891,2.770105,12.332807,5.255877,1.516749,0.777919,0.234434
2005,Croatia,23.343921,2.747406,12.895491,5.116001,1.549692,0.756744,0.278587
2006,Croatia,23.549946,2.554646,13.21034,5.059593,1.642304,0.765971,0.317091
2007,Croatia,24.862861,2.776955,13.501001,5.870851,1.668799,0.727597,0.317657
2008,Croatia,23.594994,2.848921,12.526465,5.693071,1.572526,0.636818,0.317192
2009,Croatia,21.804455,2.02906,12.478855,5.256202,1.250258,0.573861,0.216219
2010,Croatia,21.016283,2.738199,10.60084,5.712434,1.212627,0.541522,0.210661
2011,Croatia,20.649618,2.794497,10.455572,5.564328,1.085918,0.558887,0.190415
2012,Croatia,19.087403,2.483775,9.741771,5.194847,1.040872,0.473242,0.152896
2013,Croatia,18.432191,2.677987,9.104152,4.911808,1.141027,0.452796,0.144421
2014,Croatia,17.681566,2.569636,8.991591,4.305073,1.225087,0.441163,0.149017
2015,Croatia,17.824705,2.376274,9.419466,4.460983,1.169235,0.249534,0.149212
2016,Croatia,18.109014,2.561225,9.369451,4.72911,1.076508,0.236723,0.135997
2017,Croatia,18.743995,1.551263,10.012453,5.432159,1.287251,0.311593,0.149275
2018,Croatia,17.724152,1.448575,9.585512,5.042393,1.210718,0.284635,0.152318
2019,Croatia,17.857446,1.677532,9.321468,5.244501,1.184111,0.286938,0.142896
2020,Croatia,16.870528,1.423842,8.273147,5.519125,1.212949,0.288184,0.153282
2021,Croatia,17.701451,1.685619,9.05049,5.310927,1.212949,0.288184,0.153282
1990,Cyprus,4.653217,0.23174,3.702589,0.001815,0.667664,0.0,0.049409
1991,Cyprus,5.142773,0.23174,4.233352,0.001467,0.628941,0.0,0.047273
1992,Cyprus,5.517491,0.062116,4.726815,0.001918,0.685507,0.0,0.041135
1993,Cyprus,5.760916,0.074061,4.890071,0.001602,0.746879,0.0,0.048302
1994,Cyprus,6.002476,0.064505,5.108503,0.001704,0.783776,0.0,0.043989
1995,Cyprus,5.874107,0.047782,5.030321,0.001541,0.751019,0.0,0.043444
1996,Cyprus,6.224288,0.043003,5.327441,0.001378,0.810857,0.0,0.04161
1997,Cyprus,6.31209,0.045392,5.446334,0.001101,0.780066,0.0,0.039196
1998,Cyprus,6.609144,0.062116,5.769348,0.000836,0.739513,0.0,0.037332
1999,Cyprus,6.875935,0.071672,6.021149,0.000917,0.740096,0.0,0.042101
2000,Cyprus,7.122416,0.117065,6.200932,0.001672,0.762708,0.0,0.04004
2001,Cyprus,6.996583,0.126621,6.083116,0.000167,0.745044,0.0,0.041635
2002,Cyprus,7.185924,0.126621,6.239885,0.000419,0.765985,0.0,0.053014
